,ANI energy,DFT energy,Phi,Psi
371,-494730.1274537024,-494731.5536120965,110,100
372,-494729.6751760278,-494731.1032485471,120,100
373,-494729.6483906683,-494730.9646944553,130,100
374,-494729.9179055404,-494731.1697645514,140,100
375,-494730.40448916913,-494731.7025828457,150,100
376,-494731.0082113969,-494732.43620417156,160,100
377,-494731.6223384695,-494733.1487411792,170,100
378,-494732.11915514356,-494733.6501212488,180,100
379,-494732.39645069715,-494733.79557794484,190,100
380,-494732.1890687601,-494733.5062960774,200,100
381,-494731.61319754703,-494732.88700697763,210,100
382,-494730.7700545554,-494732.1369449035,220,100
383,-494730.039718284,-494731.4662627778,230,100
384,-494729.6409194201,-494731.0555578272,240,100
385,-494729.6773525621,-494730.9755503692,250,100
386,-494729.976944535,-494731.23207624216,260,100
387,-494730.47063236835,-494731.78629260947,270,100
388,-494731.06059812126,-494732.5032849343,280,100
389,-494731.64520613477,-494733.1798656491,290,100
390,-494732.1198993577,-494733.6520665282,300,100
391,-494732.39462539094,-494733.7978997299,310,100
392,-494732.1962877654,-494733.5324004715,320,100
393,-494731.6225941869,-494732.9311208937,330,100
394,-494730.7997415237,-494732.1846356235,340,100
395,-494730.0743412825,-494731.5005247951,350,100
396,-494729.1382639064,-494730.4675814501,0,110
397,-494729.21708829596,-494730.51728020044,10,110
398,-494729.66062273696,-494730.9651964629,20,110
399,-494730.27844481915,-494731.71111697453,30,110
400,-494730.9898623809,-494732.53591542697,40,110
401,-494731.5889869723,-494733.21732796467,50,110
402,-494732.060610088,-494733.60142651363,60,110
403,-494732.07423675,-494733.5499707368,70,110
404,-494731.6111550945,-494733.0810956579,80,110
405,-494730.9303406241,-494732.35782823834,90,110
406,-494730.1274442422,-494731.5536120965,100,110
407,-494729.4959469003,-494730.8751488534,110,110
408,-494729.1541474276,-494730.4887285194,120,110
409,-494729.1817388349,-494730.4865949871,130,110
410,-494729.58355067496,-494730.87816089886,140,110
411,-494730.21418555017,-494731.5940864576,150,110
412,-494730.95285362354,-494732.4377101943,160,110
413,-494731.57389324956,-494733.16455441795,170,110
414,-494732.0534853924,-494733.5898175884,180,110
415,-494732.0761360211,-494733.55222977087,190,110
416,-494731.5935560273,-494733.05430100334,200,110
417,-494730.86845232116,-494732.28403312416,210,110
418,-494730.0299221973,-494731.4464962293,220,110
419,-494729.41209297423,-494730.782591206,230,110
420,-494729.1307993012,-494730.45772955136,240,110
421,-494729.2283642274,-494730.5300186427,250,110
422,-494729.67733440874,-494730.9755503692,260,110
423,-494730.30154062493,-494731.69837853214,270,110
424,-494731.0074392039,-494732.50686173834,280,110
425,-494731.58749920136,-494733.1885252798,290,110
426,-494732.0485569961,-494733.5884370675,300,110
427,-494732.0844455788,-494733.56534471887,310,110
428,-494731.6075852042,-494733.098854176,320,110
429,-494730.89582044596,-494732.3508001322,330,110
430,-494730.0736366623,-494731.5143927544,340,110
431,-494729.4522164369,-494730.82670512196,350,110
432,-494728.93506337545,-494730.22310375905,0,120
433,-494729.10410303285,-494730.42716983997,10,120
434,-494729.6040256095,-494731.02688064415,20,120
435,-494730.366390736,-494731.86843359965,30,120
436,-494731.1612097416,-494732.70666075486,40,120
437,-494731.79989566276,-494733.3300286662,50,120
438,-494732.08543148445,-494733.57249832695,60,120
439,-494731.8019330381,-494733.3275813792,70,120
440,-494731.20122245786,-494732.7235407597,80,120
441,-494730.43261264847,-494731.91963837267,90,120
442,-494729.6751249281,-494731.1032485471,100,120
443,-494729.1541276671,-494730.4887285194,110,120
444,-494728.93804746424,-494730.2269315669,120,120
445,-494729.0658306273,-494730.381863656,130,120
446,-494729.5396922661,-494730.937586046,140,120
447,-494730.3019559969,-494731.7676555781,150,120
448,-494731.1314122826,-494732.63274013886,160,120
449,-494731.78333926236,-494733.29727267165,170,120
450,-494732.08544861514,-494733.572372825,180,120
451,-494731.800440044,-494733.3194237561,190,120
452,-494731.1648676958,-494732.67403026216,200,120
453,-494730.3461895673,-494731.8221861514,210,120
454,-494729.5767554471,-494730.98772405303,220,120
455,-494729.08632780146,-494730.4089720652,230,120
456,-494728.93580631114,-494730.22385677043,240,120
457,-494729.13079685403,-494730.45772955136,250,120
458,-494729.6410242127,-494731.0555578272,260,120
459,-494730.3947051725,-494731.871571147,270,120
460,-494731.17200415273,-494732.68796097254,280,120
461,-494731.7861875116,-494733.3077520799,290,120
462,-494732.0850287139,-494733.57180806645,300,120
463,-494731.8179660596,-494733.34985796554,310,120
464,-494731.19380650506,-494732.74393481755,320,120
465,-494730.4060496629,-494731.91775584425,330,120
466,-494729.63576755865,-494731.0738811038,340,120
467,-494729.12503176,-494730.4550940116,350,120
468,-494729.07263970294,-494730.39058603765,0,130
469,-494729.3677375171,-494730.73276695376,10,130
470,-494729.9799697747,-494731.42208611086,20,130
471,-494730.8203542064,-494732.2772560218,30,130
472,-494731.5670988207,-494733.0510379541,40,130
473,-494732.0743062222,-494733.5422523703,50,130
474,-494732.0478369255,-494733.58567602583,60,130
475,-494731.59342026064,-494733.1968711559,70,130
476,-494731.01203824667,-494732.52091795055,80,130
477,-494730.30149905855,-494731.70829318184,90,130
478,-494729.6484105019,-494730.9646944553,100,130
479,-494729.1817185996,-494730.4865949871,110,130
480,-494729.0658163821,-494730.381863656,120,130
481,-494729.32641564135,-494730.6860802489,130,130
482,-494729.93381947395,-494731.34935776284,140,130
483,-494730.78956417565,-494732.20628470037,150,130
484,-494731.55235687835,-494733.0044140002,160,130
485,-494732.0655869906,-494733.5280706562,170,130
486,-494732.0528953538,-494733.5876213052,180,130
487,-494731.5806313921,-494733.17440631666,190,130
