,ANI energy,DFT energy,Phi,Psi
362,-1165420.8016408929,-1165420.875897999,20,100
363,-1165419.8854460705,-1165419.9221463497,30,100
364,-1165418.952879559,-1165419.0221095113,40,100
365,-1165418.3149526813,-1165418.4242812356,50,100
366,-1165418.329590306,-1165418.2606895159,60,100
367,-1165418.9907643523,-1165418.5543011986,70,100
368,-1165419.9805255223,-1165419.2184572257,80,100
369,-1165421.0395457654,-1165420.0583786566,90,100
370,-1165421.823079434,-1165420.8048011758,100,100
371,-1165422.1920573893,-1165421.2145021113,110,100
372,-1165422.0369090966,-1165421.1346201552,120,100
373,-1165421.4283504996,-1165420.546706529,130,100
374,-1165420.5065363487,-1165419.5866170342,140,100
375,-1165419.3729742805,-1165418.4828278695,150,100
376,-1165418.1772094034,-1165417.4658860161,160,100
377,-1165417.2591511053,-1165416.672588539,170,100
378,-1165416.7766067332,-1165416.1102772998,180,100
379,-1165416.6302927285,-1165415.7813368335,190,100
380,-1165416.6969340674,-1165415.7473885708,200,100
381,-1165417.0533188595,-1165416.0642181044,210,100
382,-1165418.1543907193,-1165417.1882130739,220,100
383,-1165418.9923474374,-1165418.2003231042,230,100
384,-1165419.642561282,-1165418.9189469537,240,100
385,-1165420.0026476402,-1165419.1889642805,250,100
386,-1165419.855757842,-1165418.9575387863,260,100
387,-1165419.1062947914,-1165418.3437717701,270,100
388,-1165418.6637405262,-1165417.5344100506,280,100
389,-1165418.3211083098,-1165417.6312347625,290,100
390,-1165418.2852985864,-1165418.1533853956,300,100
391,-1165418.8643705596,-1165418.9386507513,310,100
392,-1165419.6718022514,-1165419.771606827,320,100
393,-1165420.486046014,-1165420.5625825187,330,100
394,-1165421.1027013692,-1165421.2892384895,340,100
395,-1165421.51503916,-1165421.8001567032,350,100
396,-1165421.3901320423,-1165421.6502446898,0,110
397,-1165421.2125561477,-1165421.308879536,10,110
398,-1165420.5953012574,-1165420.5643395453,20,110
399,-1165419.7203146059,-1165419.6083288619,30,110
400,-1165418.7244978156,-1165418.730443108,40,110
401,-1165418.0701689324,-1165418.1934205003,50,110
402,-1165418.1334733425,-1165418.112409027,60,110
403,-1165418.7031605467,-1165418.4555312074,70,110
404,-1165419.6991243535,-1165419.1229502838,80,110
405,-1165420.7024169625,-1165419.9460544607,90,110
406,-1165421.5143681802,-1165420.6972460519,100,110
407,-1165421.9370522464,-1165421.1309178493,110,110
408,-1165421.8918282047,-1165421.0893767222,120,110
409,-1165421.4018269072,-1165420.5320855584,130,110
410,-1165420.5339730508,-1165419.5684820104,140,110
411,-1165419.4194282573,-1165418.400122121,150,110
412,-1165418.112387673,-1165417.2396061,160,110
413,-1165416.8519487758,-1165416.2012034224,170,110
414,-1165415.8675607776,-1165415.2603157174,180,110
415,-1165415.422170344,-1165414.542382128,190,110
416,-1165415.400247429,-1165414.3165414685,200,110
417,-1165416.3710786665,-1165414.905208106,210,110
418,-1165417.2060378909,-1165415.9306840883,220,110
419,-1165418.0934205756,-1165417.0221113162,230,110
420,-1165418.8472571857,-1165417.957476938,240,110
421,-1165419.3576443542,-1165418.5444492998,250,110
422,-1165419.6595213294,-1165418.6688216776,260,110
423,-1165419.281050854,-1165418.3671778734,270,110
424,-1165418.364136947,-1165417.8582049392,280,110
425,-1165417.556821006,-1165417.4405346334,290,110
426,-1165417.2875593493,-1165417.3816742448,300,110
427,-1165417.5860065839,-1165417.7767542093,310,110
428,-1165418.4229476552,-1165418.5570622403,320,110
429,-1165419.3729554422,-1165419.5316472042,330,110
430,-1165420.193262861,-1165420.4505720777,340,110
431,-1165420.6878520793,-1165421.0824741179,350,110
432,-1165420.8644677824,-1165420.947559581,0,120
433,-1165420.5357053713,-1165420.688900176,10,120
434,-1165419.8688034145,-1165420.010185929,20,120
435,-1165418.8901637811,-1165419.0982891615,30,120
436,-1165417.9149149887,-1165418.2190856375,40,120
437,-1165417.2865909028,-1165417.6467342465,50,120
438,-1165417.2721390855,-1165417.5679190564,60,120
439,-1165417.9758146466,-1165418.00529316,70,120
440,-1165419.118315777,-1165418.8052422372,80,120
441,-1165420.3511541355,-1165419.689340335,90,120
442,-1165421.1944234928,-1165420.382236296,100,120
443,-1165421.5136186788,-1165420.699567837,110,120
444,-1165421.515186268,-1165420.9045751821,120,120
445,-1165421.0984719135,-1165420.3671133176,130,120
446,-1165420.2453525115,-1165419.332538448,140,120
447,-1165418.9228038187,-1165417.9638147836,150,120
448,-1165417.2892867937,-1165416.4587960613,160,120
449,-1165415.7068914203,-1165414.93990938,170,120
450,-1165414.571180728,-1165413.5461480874,180,120
451,-1165414.1085424325,-1165412.612790496,190,120
452,-1165414.0750764175,-1165412.4478810062,200,120
453,-1165414.5768323087,-1165413.0250014693,210,120
454,-1165415.46406605,-1165414.076268091,220,120
455,-1165416.489412565,-1165415.325074695,230,120
456,-1165417.4998661398,-1165416.5219235145,240,120
457,-1165418.2706858178,-1165417.4539005852,250,120
458,-1165418.6808074394,-1165417.9600497268,260,120
459,-1165418.7385711705,-1165417.9865306267,270,120
460,-1165418.2411757808,-1165417.6772939577,280,120
461,-1165417.5139796913,-1165417.3518675447,290,120
462,-1165417.3616057562,-1165417.2955171939,300,120
463,-1165417.6401573606,-1165417.6247714148,310,120
464,-1165418.501247899,-1165418.3013521298,320,120
465,-1165419.5058541235,-1165419.1882740199,330,120
466,-1165420.2790278925,-1165420.071995612,340,120
467,-1165420.7953492606,-1165420.718581374,350,120
468,-1165420.3288921416,-1165420.1882731176,0,130
469,-1165419.9583532177,-1165419.9835795274,10,130
470,-1165419.3390511994,-1165419.3481634338,20,130
471,-1165418.45281623,-1165418.4459930633,30,130
472,-1165417.539185851,-1165417.5311470013,40,130
473,-1165416.850877774,-1165416.8795411638,50,130
474,-1165416.7088287468,-1165416.7112431228,60,130
475,-1165417.39186019,-1165417.0875605543,70,130
476,-1165418.7014180264,-1165417.9040131308,80,130
477,-1165419.8962277889,-1165418.9143033838,90,130
478,-1165420.8996751579,-1165419.8177287732,100,130
479,-1165421.1819614484,-1165420.3617794872,110,130
480,-1165421.0124873158,-1165420.4185063436,120,130
481,-1165420.5069035613,-1165419.8327262497,130,130
482,-1165419.3204632953,-1165418.6122830738,140,130
483,-1165417.4865785653,-1165416.8965466705,150,130
484,-1165415.5880746136,-1165414.8959209658,160,130
485,-1165413.8341711382,-1165412.8471652844,170,130
486,-1165412.4334335143,-1165411.0961000975,180,130
487,-1165411.7604017162,-1165410.0571326616,190,130
488,-1165411.6627417041,-1165409.9138722487,200,130
489,-1165412.0710755768,-1165410.5728826982,210,130
490,-1165413.0379506086,-1165411.7943298891,220,130
491,-1165414.34416948,-1165413.2918812486,230,130
492,-1165415.6626200823,-1165414.80348882,240,130
493,-1165416.683700451,-1165416.08580443,250,130
494,-1165417.2689988394,-1165416.9060220635,260,130
495,-1165417.5320203926,-1165417.130795957,270,130
496,-1165417.3578029037,-1165416.9052063012,280,130
497,-1165417.1920747529,-1165416.6622346328,290,130
498,-1165417.0679013298,-1165416.7969609168,300,130
499,-1165416.624360191,-1165417.4309337384,310,130
500,-1165416.974264832,-1165418.045955774,320,130
501,-1165417.6380151196,-1165418.6791128328,330,130
502,-1165419.6474089925,-1165419.364729684,340,130
503,-1165420.2281247752,-1165419.937332079,350,130
504,-1165419.2437071544,-1165418.984458943,0,140
505,-1165418.799499428,-1165418.8526192026,10,140
506,-1165418.3393630343,-1165418.2677803726,20,140
507,-1165417.6000031705,-1165417.393408672,30,140
508,-1165416.6401049872,-1165416.4740445416,40,140
509,-1165415.9099167732,-1165415.7652725908,50,140
510,-1165415.639083373,-1165415.4813873048,60,140
511,-1165416.1389820343,-1165415.7501496125,70,140
512,-1165417.3115300222,-1165416.5598878376,80,140
513,-1165418.6477120977,-1165417.6793647392,90,140
514,-1165419.6298980988,-1165418.7606263135,100,140
515,-1165419.8897054319,-1165419.4417878476,110,140
516,-1165419.8066765517,-1165419.4583540976,120,140
517,-1165419.062128812,-1165418.6745947646,130,140
518,-1165417.5473679153,-1165417.0971614493,140,140
519,-1165415.4454644762,-1165414.9193898202,150,140
520,-1165413.1321486551,-1165412.4142464984,160,140
521,-1165411.1592338688,-1165409.9503933,170,140
522,-1165409.6779120124,-1165408.0164091017,180,140
523,-1165408.893218566,-1165407.0167237588,190,140
524,-1165408.8455307551,-1165407.0458401984,200,140
525,-1165409.4242338901,-1165407.941986478,210,140
526,-1165410.5817177508,-1165409.452025276,220,140
527,-1165412.139628021,-1165411.2869884796,230,140
528,-1165413.7110010076,-1165413.1574059685,240,140
529,-1165415.0862397354,-1165414.7280621815,250,140
530,-1165416.1173328254,-1165415.6767310041,260,140
531,-1165416.3964974068,-1165415.8710706881,270,140
532,-1165416.2715599725,-1165415.6500618516,280,140
533,-1165416.1230159553,-1165415.5784002696,290,140
534,-1165415.9298841858,-1165415.7805838222,300,140
535,-1165415.905442512,-1165416.1355031806,310,140
536,-1165416.482803103,-1165416.548592667,320,140
537,-1165417.4381042526,-1165417.167944518,330,140
538,-1165418.3300402497,-1165417.9467465258,340,140
539,-1165418.9953063964,-1165418.6391404795,350,140
540,-1165417.9353544156,-1165417.6060088817,0,150
541,-1165417.839147557,-1165417.5239933934,10,150
542,-1165417.2777725768,-1165416.954340293,20,150
543,-1165416.4820611076,-1165416.0579430095,30,150
544,-1165415.530810492,-1165415.0691135805,40,150
545,-1165414.7103936418,-1165414.2532257626,50,150
546,-1165414.2331065724,-1165413.871260746,60,150
547,-1165414.5107629648,-1165414.1085220778,70,150
548,-1165415.6294198842,-1165414.9637547398,80,150
549,-1165416.9701242617,-1165416.2067882568,90,150
550,-1165417.9036619954,-1165417.4129869675,100,150
551,-1165418.5265085918,-1165418.0974743015,110,150
552,-1165418.139615721,-1165417.952582364,120,150
553,-1165417.178954257,-1165416.8635396722,130,150
554,-1165415.1850294736,-1165414.8962347205,140,150
555,-1165412.8234088013,-1165412.288305347,150,150
556,-1165410.428933347,-1165409.3781674108,160,150
557,-1165408.245664068,-1165406.6912345947,170,150
558,-1165406.7979627948,-1165404.80650989,180,150
559,-1165406.1452711096,-1165404.0377480334,190,150
560,-1165406.2152793373,-1165404.3857647877,200,150
561,-1165407.0539304027,-1165405.6517651512,210,150
562,-1165408.5269207677,-1165407.5631590085,220,150
563,-1165410.4552738355,-1165409.8119647102,230,150
564,-1165412.4601642997,-1165412.0178487636,240,150
565,-1165414.3058303597,-1165413.7185876907,250,150
566,-1165415.056392948,-1165414.5393700828,260,150
567,-1165415.1671940933,-1165414.5613956652,270,150
568,-1165414.930867174,-1165414.4080323498,280,150
569,-1165414.7520549526,-1165414.393285877,290,150
570,-1165414.4030720505,-1165414.4269203849,300,150
